,0
FACOAL161_min,-0.06884392829777727
CYO1b_min,-0.10513018131507233
CYO1b_max,-0.08023478652945486
FACOALPREPH_min,-0.033882876108294824
FACOAL180_min,-0.03354341877500688
CHORS_min,-0.025285762623960994
FACOAL180_max,-0.1384249599303574
FACOAL140_max,-0.1373030108749885
FACOALPREPH_max,-0.13815500375594084
FACOAL140_min,-0.028331636535124344
NNAM_min,-0.026190540979275548
NADH5_min,0.027865200672191708
DHPPDA2_min,-0.21947226227526148
DHPPDA_min,-0.21923326441500282
NADH10_max,-0.16697285752936733
NADH9_max,-0.05292856031064145
ALAR_max,-0.024779678998917736
NADH2r_min,-0.14241497545659057
ADNCYC_max,0.24328039149178368
NADH2r_max,-0.07275999384441774
FACOAL161_max,0.11005093905284317
EMB_min,-0.01676602241746095
TDPDRR_min,-0.01676602241746095
HEMEOS_min,-0.01676601942797888
MYC1M2_min,-0.09269046004660435
MSHS_min,-0.01676601875938093
CIGAMS_min,-0.01676601875938091
NAGINSP_min,-0.01676601875938091
FAS200_min,0.07874545151484189
ACChex_min,-0.016766018573281135
ACCC_min,-0.016766018573281135
DCPT_min,-0.016766018570518543
DCPE_min,-0.016766018570518543
G3PD1ir_min,-0.05784097781657769
MYCSacp50_min,-0.12798420383818918
MYCSacp56_min,-0.016766018543241206
MYCSacp58_min,-0.016766018543241206
MCOATA_min,0.24394347814900544
ALAR_min,-0.02175152784353355
FAS260_min,-0.016766018524687516
FAS240_L_min,-0.016766018524687506
APRAUR_min,-0.016766018502907456
MYC1M1_min,-0.016766017900585118
DHFS_min,-0.016766016773765827
CYST_II_min,0.04805664901534779
FAD_8_max,0.04915654344459203
CYST_II_max,0.02716487276746111
NADH5_max,0.06554342257448594
ALAALAr_max,-0.08903676948778234
ALAALAr_min,-0.08012525636394126
CHORS_max,0.06237940325938393
PDIMAT_max,-0.12599534506815427
FACOAL200_max,-0.12599534506815427
PREPTHS_max,-0.12599534506815427
NNAM_max,0.04030206345863096
CAT_min,0.15856505080047797
FAD_10_max,0.14210280201313066
FAD_9_max,0.14210280201313066
PYK_max,-0.013346856712544125
FAD_3_min,5.002631607313727e-18
FAS180_min,0.09551147011828541
MYCSacp50_max,-0.10722567724614986
FAD_7_max,-3.2672421628086596e-17
FAD_7_min,-5.63655120650334e-18
FAS120_min,-0.021029166043693027
FAS100_min,-0.021029166043693027
TDPDRR_max,-0.10722681105842234
TMDS_max,0.039121004620561846
FAD_6_min,0.0
FAD_6_max,0.0
FAD_5_min,0.0
FAD_5_max,0.0
FAD_4_min,0.0
FAD_4_max,0.0
FAD_2_min,0.0
FAD_2_max,0.0
FAD_27_min,0.0
FAS140_min,-0.021029166043693027
FAS161_min,0.0
MYC1M2_max,-0.1072256772461498
FAS181_min,0.0
FAD_27_max,0.0
MYCSacp56_max,0.00253921267261407
MYCSacp58_max,-0.10722558541906398
NADH10_min,-0.07213287249674831
MAN1PT2_max,0.0662734361520389
NADH9_min,-0.07216021752124728
HEMEOS_max,-0.10722619523865219
MYC1M1_max,-0.10722567724614979
GXRA_min,0.013697193167810586
FBPA_min,0.0
FBPA_max,-0.06739713271742057
FAS80_L_min,0.0
PDIMAT_min,0.09362399270763
PPDIMAT_min,0.16316032093749547
FAS240_L_max,-0.10722568267696138
PREPTHS2_min,0.16316032093749547
