,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
CYRDAAT,inf,0.0,"[(0.9999999999999998, 30), (0.9999999999999997, 2), (0.9999999999999999, 2)]",Cofactor and Prosthetic Group Biosynthesis,"cob(I)yrinic acid a,c-diamide adenosyltransferase",['Rv2849c'],atp_c + co1dam_c + h_c --> adcobdam_c + pppi_c,
DHFS,inf,0.0,"[(0.9999999999934308, 13), (0.9999999999934307, 5), (0.9999999999922221, 1), (0.9999999999933443, 1), (0.9999999999932835, 1), (0.9999999999938292, 1), (0.9999999999932205, 1), (0.9999999999938587, 1), (0.9999999999935582, 1), (0.9999999999932073, 1), (0.9999999999929309, 1), (0.999999999993248, 1), (0.9999999999927156, 1), (0.9999999999934007, 1), (0.9999999999936764, 1), (0.9999999999936149, 1), (0.9999999999933243, 1), (0.9999999999931444, 1)]",Folate Metabolism,dihydrofolate synthase,['Rv2447c'],atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['Rv2447c']
HIPB,inf,0.0,"[(0.9999999999999967, 17), (0.9999999999999973, 13), (0.999999999999996, 3), (0.9999999999999981, 1)]",Cholesterol degradation,HIPB,[],h_c + hipcoa_c + nadh_c --> 5ohhipcoa_c + nad_c,
COBC,inf,0.0,"[(0.9999999999999998, 18), (0.9999999999999999, 12), (0.9999999999999997, 4)]",Cofactor and Prosthetic Group Biosynthesis,MNXR85327,['Rv2231c'],adcobhex_c + appl_c --> adocbi_c + h2o_c,
FAD_8,32.0,2.9377511250657722e-06,"[(0.9999999999995414, 9), (0.9999999999995413, 8), (0.999999999999541, 3), (0.9999999999995416, 3), (0.9999999999995405, 2), (0.999999999999542, 1), (0.9999999999995408, 1), (0.9999999999995409, 1), (0.9999999999995425, 1), (0.9999999999995417, 1), (0.9999999999995406, 1), (0.9999999999996178, 1), (0.999999999999543, 1), (1.0, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + tdcoa_c --> accoa_c + dodcoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_19,14.028046950720102,0.0007119994524898135,"[(1.0, 8), (0.9999999999999999, 5), (0.5866584291493497, 1), (0.4278762226116366, 1), (0.6434501971007156, 1), (0.6090040004166204, 1), (0.4258342139872694, 1), (0.5937193972293611, 1), (0.5011247157303419, 1), (0.5783344703565318, 1), (0.5870174686936562, 1), (0.6429144473654966, 1), (0.5786935099008351, 1), (0.4175102551944442, 1), (0.5870174686936527, 1), (0.5870174686936569, 1), (0.4362001814047022, 1), (0.6437947544172692, 1), (0.5870174686937228, 1), (0.5866584291493512, 1), (0.5870174686936667, 1), (0.5866584291493467, 1), (0.5870174686938298, 1)]",Beta oxidation of unsaturated fatty acids,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",d2hdodcoa_c + nad_c --> dodcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
MYCON1,10.941318043465943,0.0023308151246844372,"[(0.65625, 17), (0.6666666666666666, 6), (0.6614583333333333, 2), (0.6875, 2), (0.6458333333333333, 2), (0.6822916666666666, 1), (0.671875, 1), (0.6510416666666666, 1), (0.625, 1), (0.6770833333333333, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Condensation,['Rv3800c'],chexccoa_c + 2.0 h2o_c + meroacidcyc2AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mycolate_c,
FAD_15,9.107965931169694,0.004961871558470107,"[(0.9999999999999992, 11), (0.9999999999999996, 5), (0.9999999999999994, 4), (0.9999999999999989, 3), (0.9999999999999998, 2), (0.07604705920808108, 1), (0.9999999999999988, 1), (0.0752437912301982, 1), (0.9999999999999991, 1), (0.0760470592080782, 1), (0.9999999999999999, 1), (0.07604705920808041, 1), (0.07524379123020108, 1), (0.07604705920807864, 1)]",Beta oxidation of unsaturated fatty acids,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + hdcoa_c + nad_c --> accoa_c + c5tetdcoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
IPMD,8.381635553179196,0.006776365041352864,"[(0.12765957446808507, 3), (0.22340425531914893, 3), (0.18085106382978722, 2), (0.28723404255319146, 2), (0.23404255319148934, 2), (0.45744680851063824, 2), (0.5638297872340425, 2), (0.44680851063829785, 1), (0.4680851063829787, 1), (0.15957446808510636, 1), (0.1382978723404255, 1), (0.3723404255319149, 1), (0.17021276595744678, 1), (0.03191489361702127, 1), (0.05319148936170209, 1), (0.3085106382978723, 1), (0.11702127659574466, 1), (0.3404255319148936, 1), (0.5, 1), (0.10638297872340424, 1), (0.7127659574468085, 1), (0.21276595744680848, 1), (0.07446808510638295, 1), (0.3936170212765957, 1), (0.553191489361702, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-isopropylmalate dehydrogenase,['Rv2995c'],3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,
PGPP190,8.16096540782229,0.007460640406575969,"[(0.1111111111111111, 16), (0.05555555555555555, 9), (0.16666666666666666, 5), (0.2222222222222222, 2), (0.0, 2)]",Membrane Metabolism,PGPP190,[],h2o_c + pgp190_c --> pg190_c + pi_c,
