,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
NTRIRx,inf,0.0,"[(1.9453907083531517e-16, 29)]",Cofactor and Prosthetic Group Biosynthesis,nitrite reductase (NADH),"['Rv0252', 'Rv0253']",4.0 h_c + 3.0 nadh_c + no2_c --> h2o_c + 3.0 nad_c + nh4oh_c,
ACGAMPM,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Arabinogalactan biosynthesis,Phosphoacetylglucosamine mutase,['Rv3441c'],acgam6p_c <=> acgam1p_c,
BALAt2r,27.0,1.7985245242361115e-05,"[(0.9999999999999647, 28), (0.9999999999999585, 1)]",Transport,BALAt2r,['Rv0522'],ala__B_e + h_e <=> ala__B_c + h_c,
COCHL,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Cofactor and Prosthetic Group Biosynthesis,cobaltochelatase,['Rv2062c'],atp_c + cobalt2_c + h2o_c + hgbam_c --> adp_c + co2dam_c + 2.0 h_c + pi_c,
DALAt2r,27.0,1.7985245242361115e-05,"[(0.9999999999998391, 27), (0.9999999999998014, 1), (0.9999999999998074, 1)]",Transport,D-alanine transport via proton symport,['Rv1704c'],ala__D_e + h_e <=> ala__D_c + h_c,
GLUCYS,27.0,1.7985245242361115e-05,"[(0.44595517050406325, 29)]","Alanine, Aspartate, and Glutamate Metabolism",gamma-glutamylcysteine synthetase,['Rv3704c'],atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,
METSOXR2,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Other Amino Acid Metabolism,L-methionine-R-sulfoxide reductase,['Rv2674'],metsox__R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,
PACt2r,27.0,1.7985245242361115e-05,"[(0.8356833194218508, 29)]",Transport,PACt2r,['none'],h_e + pac_e <=> h_c + pac_c,
PHDCAt,27.0,1.7985245242361115e-05,"[(0.9999999999634934, 27), (1.0, 1), (0.9999999999626766, 1)]",Transport,PHDCAt,[],phdca_e <=> phdca_c,
RZ5PP,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Cofactor and Prosthetic Group Biosynthesis,alpha-ribazole 5-phosphate phosphatase,"['Rv2228c', 'Rv3113']",5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,
SERAT,27.0,1.7985245242361115e-05,"[(0.7415019514150402, 29)]",Cysteine and methionine metabolism,serine O-acetyltransferase,['Rv2335'],accoa_c + ser__L_c --> acser_c + coa_c,
AOBUTDs,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Cofactor and Prosthetic Group Biosynthesis,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),[],2aobut_c + h_c --> aact_c + co2_c,
THRD,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Glycolysis/Gluconeogenesis,L-threonine dehydrogenase,['Rv2259'],nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,
EX_adocbl,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Exchange,,[],adocbl_e --> ,
